CourseID,universityName,courseDepartment,courseTitle,courseURL,ProfessorID,offeringPeriod,offeringYear,content,objectives,outcomes
42,Columbia University in the City of New York,Department of Electrical Engineering and Computer Science,CSEE W4824: Computer Architecture,http://www1.cs.columbia.edu/~cs4824/,44,Fall,2009,"""WEEK #1: September 9
Course Introduction: computer design fundamentals; principle of quantitive analysis.
WEEK #2: September 14-16
The Hardware-Software Interface: instruction set architectures; the role of compilers. Case study: MIPS.
WEEK #3: September 21-23
Pipelining: review of basic concepts; implementation issues; multi-cycle operations. Case study: MIPS R4000.
WEEK #4: September 28-30
Instruction-Level Parallelism: dynamic scheduling; scoreboard, Tomasulo’s algorithm. Case study: IBM 360.
WEEK #5: October 5-7
Memory-Hierarchy Design: review of the basics of caches; cache optimization. Case study: Intel Itanium 2.
WEEK #6: October 12-14
Memory-Hierarchy Design: main memory; virtual memory. Case study: Intel Pentium 4 vs. AMD Opteron.
WEEK #7: October 19-21
Instruction-Level Parallelism: branch prediction and speculation; superscalar and VLIW architectures.
WEEK #8: October 26-28
Thread-Level Parallelism: multithreaded architectures. Case studies: SUN UltraSPARC and Intel Pentium 4.
MIDTERM (tentative date!): WEDNESDAY, OCT 28th (in class). Topics covered: first seven weeks.
WEEK #9: November 2-4 [NO CLASS 11/2: Academic Holiday]
Parallel Architectures: taxonomy; types of parallelism; programming and communication models.
WEEK #10: November 9-11
Parallel Architectures: memory consistency model & cache coherency.
WEEK #11: November 16-18
Multi-Core Architectures: chip multi-processors (CMP) and systems-on-chip (SoC). Case study: Nehalem.
WEEK #12: November 23-25
Multi-Core Architectures: on-chip and off-chip communication. Case Studies: IBM Cell and NVIDIA GPU.
WEEK #13: November 30 - December 2
Multi-Core Architectures: embedded computing. Case Studies: ARM 11, TI OMAP platform and Intel Atom.
WEEK #14: December 7-9
[Final Course Review]
WEEK #15: December 14
Perspective: “Towards Thousand Cores Processors: Opportunities and Challenges.”""
","""Course Description: This course is a study of modern computer architecture. The focus is on advanced
topics, illustrated by case studies of important processors. We will cover aspects of classic processors (Intel
80x86, IBM 360), early RISC processors (MIPS R4000), high-performance general-purpose processors
(Intel Pentium 4, Itanium 2), state-of-the-art processors based on multi-core architectures (Intel Core, IBM
Cell BE, Sun UltraSPARC, Intel Nehalem) as well as computing platforms for embedded applications such
as mobile phones and automobiles (ARM, TI OMAP). When you have completed this course, you will have
a good understanding of how cutting-edge modern processors work. Topics include:
Fundamentals of Quantitative Analysis: Amdahl’s Law, performance and power metrics, simulation and
benchmark suites.
Instruction Set Design: addressing modes, operands, compiler vs. architecture tradeoffs. Case studies:
RISC vs. Intel 80x86 instruction sets.
Pipelining: basic concepts; performance issues, hazards and exceptions; implementation issues; multicycle
operations. Case study: MIPS R4000 pipeline.
Memory-Hierarchy Design: review of cache memory basics; cache optimization; memory technology; virtual
memory. Case studies: Intel Itanium 2, Intel Pentium 4 vs. AMD Opteron.
Instruction-level parallelism (ILP); dynamic instruction scheduling: scoreboard, Tomasulo’s algorithm; dynamic
branch prediction and branch target buffers; hardware-based support for parallelism: speculation;
multiple-issue processors: superscalar and VLIW architectures; exploiting ILP with software approaches.
Case studies: IBM 360, Intel Itanium 2, Philips Trimedia.
Thread-Level Parallelism: multithreaded architectures; simultaneous multithreading. Case studies: SUN
UltraSPARC and Intel Pentium 4.
Parallel and Distributed Architectures: taxonomy; programming models; memory system organization;
cache consistency and coherency. Case study: IBM Blue Gene.
Multi-Core Architectures: trends and challenges; chip multi-processors (CMP), systems-on-chip (SoC),
graphics-processing unit (GPU) and networks-on-chip (NoC). Case studies: IBM Cell BE, NVIDIA GeForce,
Intel Nehalem.
Embedded Computing: the landscape of embedded computing; embedded computing platforms. Case studies:
TI OMAP and ARM.""
",NULL
43,Duke University,Department of Computer Science,"""COMPSCI  104 - 001   Computer Organization and Programming  ",http://kedem.cs.duke.edu/cps104/,45,Fall,2009,"Course Outline:
Introduction to Computer Organization. 
What is in the box. 
Integer and Floating point representation. 
Basic data structures. 
Instruction Set Architecture. 
The MIPS Processor. 
Assembly level programming. 
Instructions and data types representations. 
Addressing, procedure calls and Exceptions. 
Linking & Loading. 
Digital Logic: 
Introduction: Digital Gates and Boolean Algebra. 
Arithmetic and Logic circuits, 
Other Functional Units 
Flip-flops, Registers and Tristate drivers 
Single Cycle Per Instruction Processor. 
The Datapath. 
Executing Instructions 
Control 
Interrupts. 
The Memory Hierarchy. 
Cache Memory. 
Virtual Memory and Paging. 
I/O Devices. 
I/O storage devices. 
I/O buses and arbitration 
LANs and WANs. 
Advanced processors: 
Pipelined Processor. 
Super-Scalar processor. 
Advanced Computer Architecture. (If there is time). 
Fast Interconnects 
Parallel Machines ",,NULL
44,Duke University,Department of Electrical Engineering,"""COMPSCI  220 - 01   Advanced Computer Architecture I  ",http://people.ee.duke.edu/~sorin/ece252/,46,Fall,2009,"""Topic Reading Assignments 
Course Introduction & Computer Performance H/P Chapter 1;
""""Instruction Sets and Beyond: Computers, Complexity, and Controversy"""" 
Pipelined Processors
     part 1
     part 2 
     part 3 
     part 4 H/P Appendix A; 
""""The Optimal Pipeline Depth Per Pipeline Stage is 6-8 FO4 Inverter Delays"""" 
Hardware/Dynamic Exploitation of Instruction Level Parallelism
    part 1
    part 2
    part 3
    part 4
    part 5
    part 6
    part 7 H/P 2 and 3 (3 is optional);  
""""The Microarchitecture of the Pentium 4 Processor"""";
""""Complexity-Effective Superscalar Processors""""; 
""""Checkpoint Processing and Recovery: Towards Scalable Large Instruction Window Processors""""  
Software/Static Exploitation of Instruction Level Parallelism
    part 1
    part 2 H/P Chapter 2;
""""EPIC: Explicitly Parallel Instruction Computing"""" 
Advanced Cache/Memory Designs
    part 1 (of 1)
 H/P Chapter 5;
""""An Adaptive, Non-Uniform Cache Structure for Wire-Dominated On-Chip Caches""""; 
""""A Fully-Associative Software-Managed Cache Design"""";
""""Exceeding the Dataflow Limit via Value Prediction"""" 
Multithreading, Multicore, and Multiprocessors
          Motivations: Power Efficiency, ILP Limits, and TLP
          Multithreading
          Multicore Processors 
 H/P Chapter 4 (and 3.5); 
""""Power: A First Class Design Constraint""""; 
""""Exploiting Choice: Instruction Fetch and Issue on an Implementable Simultaneous Multithreading Processor""""; 
""""Multiscalar Processors""""; 
""""Niagara: A 32-Way Multithreaded SPARC Processor""""  
""""NVidia Tesla: A Unified Graphics and Computing Architecture""""   
Advanced Topics: Fault Tolerance, Virtual Machines, Security, Tiled Processors, Nanocomputing 
 """"DIVA: A Reliable Substrate for Deep Submicron Microarchitecture Design"""";  
""""Virtual Machine Monitors: Current Techology and Future Trends"""";  
""""RIFLE: An Architectural Framework for User-Centric Information-Flow Security""""; 
""""A Design Space Evaluation of Grid Processor Architectures""""; 
""""NANA: A Nano-scale Active Network Architecture""""  
""
","""The objective of this course is to learn the fundamental aspects of computer architecture design and analysis. 
 
The course focuses on processor design, pipelining, superscalar, out-of-order execution, caches (memory hierarchies), virtual memory, storage 
systems, and simulation techniques. Advanced topics include a survey of parallel architectures and future directions in computer architecture. 
""
",NULL
45,Harvard University,Department of Computer Science,"""Computer Science 61: Systems Programming and Machine Organization ",http://www.eecs.harvard.edu/~mdw/course/cs61/mediawiki/index.php/,47,Fall,2009,"""Th 9/3/09  Course overview    
Tu 9/8/09  Machine programming 1: Introduction  Chapter 3.1-3.5   
Th 9/10/09  Machine programming 2: Control flow  Chapter 3.6  Lab 1 (binary bomb) released  
Tu 9/15/09  Machine programming 3: Procedures  Chapter 3.7   
Th 9/17/09  Machine programming 4: Structured data  Chapter 3.8-3.11   
Tu 9/22/09  Machine programming 5: Buffer overruns and stack exploits  Chapter 3.12-3.13, 3.16  Lab 1 due, Lab 2 (buffer lab) released, Quiz in section this week  
Th 9/24/09  Program optimization  Chapter 5.1-5.11   
Tu 9/29/09  Linking and loading  Chapter 7.1-7.11   
Th 10/1/09  Memory and storage technologies  Chapter 6.1-6.3  Lab 2 due, Lab 3 (malloc) released  
Tu 10/6/09  Dynamic memory allocation 1  Chapter 10.9   
Th 10/8/09  Dynamic memory allocation 2  Chapter 10.10-10.13  Lab 3 design document due  
Tu 10/13/09  Dynamic memory allocation 3    
Th 10/15/09  Caching  Chapter 6.4-6.8   
Tu 10/20/09  Cache performance measurement and optimization  Chapter 5.13-5.16  Quiz in section this week  
Th 10/22/09  Virtual memory  Chapter 10.1-10.5  Lab 3 due  
Tu 10/27/09  UNIX Systems Programming 1: files, pipes, terminals  Chapter 11.1-11.10   
Th 10/29/09  Midterm exam in class    
Tu 11/3/09  UNIX systems programming 2: processes  Chapter 8.1-8.5  Lab 4 (shell) released  
Th 11/5/09  No lecture    
Tu 11/10/09  Threads and concurrency  Chapter 13.1-13.3  Quiz in section this week  
Th 11/12/09  Synchronization  Chapter 13.4  Lab 4 due, Lab 5 (threads) released  
Tu 11/17/09  Semaphores, CVs, and monitors  Chapter 13.5   
Th 11/19/09  Synchronization problems and deadlock  Chapter 13.7   
Tu 11/24/09  Sockets programming 1: Clients  Chapter 12.1-12.4   
Th 11/26/09  No lecture - Thanksgiving    
Tu 12/1/09  Sockets programming 2: Concurrent servers  Chapter 12.5-12.7, Chapter 13.6  Lab 5 due, Quiz in section this week  
Tu 12/8/09  Exam review session in G115 (our regular room), from 2:30-4pm  
""
",NULL,NULL
46,Harvard University,Department of Computer Science,Computer Science 141. Computing Hardware,http://www.eecs.harvard.edu/cs141/,49,Fall,2009,"""Week Lecture Topics Hardware Lab
8/31 Intro, passive elements, transistors, gates No Lab { Assign Lab Times
9/7 Boolean algebra and combinational logic Lab #1 { Lab Intro
9/14 Logic minimization Lab #2 { Comb. Circuits/Counter
9/21 Programmable and steering logic Lab #3 { Verilog Adder
9/28 Arithmetic Lab #4, Part 1 { CL Adder
10/5 Sequential logic design Lab #4, Part 2 { Multiplier
10/12 Design of Finite State Machines (FSMs) Lab #5 { Supercounter
10/19 Memory and bussing No lab { Midterm
10/26 Instruction Set Architecture (ISA) design Lab #6 { Verilog Finite State Machine
11/2 Machine performance Lab #7 { Memory
11/9 Datapath Design Lab #8, Part 1 { MIPS Datapath
11/16 Datapath Design and Pipelining Lab #8, Part 2 { MIPS Datapath
11/23 Datapath Design and Pipelining Problem Set only (No lab)
11/30 Memory Systems Lab #8, Part 2 { MIPS Datapath
12/7 Reading Week Lab Final""
","""The main emphasis of this course is on the basic concepts of digital computing hardware and
fundamental digital design principles and practices for computer systems. This course will
cover topics ranging from logic design to machine organization and will address the impact
of hardware design on applications and system software.""
",NULL
47,Harvard University,Department of Computer Science,Computer Science 246r. Advanced Computer Architecture,http://www.eecs.harvard.edu/~dbrooks/cs246/,49,Fall,2009,"""Introduction to Computer Architecture and Power‐Aware
Computing
• Modern CPU Design
• Deep pipelines/Multiple Issue
• Dynamic Scheduling/Speculative Execution
• Memory Hierarchy Design
• Pentium Architecture Case Study
• Multiprocessors and Multithreading
• Embedded computing devices
• Dynamic Frequency/Voltage Scaling
• Thermal‐aware processor design
• Power‐related reliability issues
• System‐Level Power Issues
9
• Software approaches power management""
","""Focus on what modern computer architects worry
about (both academia and industry)
• Get through the basics of modern processor design
• Look at technology trends: multithreading, CMP,
power‐, reliability‐aware design
• Recent research ideas, and the future of computing
hardware""
",NULL
48,North Carolina State University at Raleigh,Department of Computer Science,CSC 234 Computer Organization and Assembly Language,http://courses.ncsu.edu/csc234/,50,Fall,2009,"""Thu
08/20/09
1
Introduction To Architecture
Tue
08/25/09
2
Unsigned Number Systems
HW0
Thu
08/27/09
3
Signed Number Systems
Tue
09/01/09
4
Basic Components
HW1
Thu
09/03/09
5
8086 Architecture
HW2
Tue
09/08/09
6
Environment & ASM Thru C=A+B Code
HW3
Thu
09/10/09
7
ABC Program Format & TOOLS Discussion
HW4
Tue
09/15/09
8
Compares and Jumps
TOOLS
Thu
09/17/09
9
File I/O & KEY Discussion
Tue
09/22/09
10
Efficiency & Miscellaneous topics
Thu
09/24/09
Test 1 *** OPEN BOOK - NO CALCULATORS ***
Tue
09/29/09
11A, 11B, 11C
Program-1 ROMAN and Programming Issues
KEY
Thu
10/01/09
12A, 12B
Multiply & Divide
Tue
10/06/09
13
Indirect Addressing
ROMAN_DESIGN
Thu
10/08/09
No Class Fall Break
Tue
10/13/09
14
Subroutines
HW5 and HW6
Thu
10/15/09
16A, 16B, 16C
Logical Operations and Program-2 FOURIER/COSINE
ROMAN
Tue
10/20/09
15
Links To High Level Languages
Thu
10/22/09
17
Intel 8086 Machine Code
HW7
Tue
10/27/09
18
Testing Procedures
COSINE
Thu
10/29/09
19
Additional Examples Of Logical Operations
HW8
Tue
11/03/09
Test 2 *** OPEN BOOK - NO CALCULATORS ***
Thu
11/05/09
20
Software Development Process
Tue
11/10/09
21
Program-3 LIFE
FOURIER
Thu
11/12/09
22
Java Virtual Machine Architecture
Tue
11/17/09
23
Microcode, String Instrs, Interrupts
Thu
11/19/09
24, 25
Tradeoffs in design & Performance Issues
Tue
11/24/09
No Lecture - COE Freshmen Engineering Design Day
LIFE
Thu
11/26/09
No Class Thanksgiving
Tue
12/01/09
26
Advanced Intel Architecture (Post 8086)
Thu
12/03/09
27
Role of Architecture and Assembler""
","""5.0 Course Objectives
By the end of the course, students will be able to:
 Add and subtract and convert, signed and unsigned integers, using bases 2, 10 and 16.
 Enumerate the functional components of a computer; explain trade-offs in computer design as they relate to cost and function and performance; outline computer architectural enhancements beyond the Von Neumann model.
 Explain the basic operation of interrupts and microcode.
 Program in assembly language, and link assembler subroutines with a High Level Language.
 Convert symbolic assembler code into machine code and convert machine code into symbolic assembler code.
 Explain the basic operation of the Java Virtual Machine and Java Bytecode.""
",NULL
49,North Carolina State University at Raleigh,Department of Electrical Engineering,ECE 109 Introduction to Computer Systems,http://courses.ncsu.edu/ece109/,52,Fall,2009,"""19-Aug Chapter 1  Overview of class, hardware vs. software, layers of abstraction, Turing machines (entire chapter)  
24-Aug Chapter 2  2.1-2.4 -- binary representation of signed and unsigned integers (sign-magnitude, one's complement, two's complement); conversion between binary and decimal representations  
26-Aug   2.5, 2.6, 2.7.4 -- binary arithmetic, overflow, hexadecimal notation 
31-Aug   2.7.3, 2.7.2 -- ASCII code, floating point representation. (Also see Wikipedia example from class.)  
2-Sep Chapter 3  3.1, 3.2 -- nMOS transistor, pMOS transistor, CMOS logic circuits, logic gates (AND, OR, NOT) 
9-Sep   3.2.3 -- combinational logic circuits,logical completeness 
14-Sep   3.2.4, 3.3 -- DeMorgan's Law, multiplexer, adder 
16-Sep   3.4, 3.5 -- latches, decoder, memory  
21-Sep   3.4, 3.5 -- memory example 
23-Sep   3.6 state machines  
30-Sep   3.6 more state machines 
5-Oct Chapter 4  4.1-4.4: Von Neumann architecture, components, instruction format, access to memory via MAR/MDR  
7-Oct   4.1-4.4: Von Neumann architecture, instruction processing, instruction format  
12-Oct Chapter 5  5.1, 5.2 -- LC-3 architecture, operate instructions (ADD, AND, NOT) 
    5.3.1-5.3.4, 5.4.1-- Data movement instructions (LD, ST, LDR, STR, LDI, STI), control instructions  
  Chapter 6  5.3.4 (LEA), 5.4 (JMP, TRAP), 6.1 (problem solving)  
    6.1, 6.2 -- Debugging  
  Chapter 7  6.2.2 -- More debugging; 7.1-7.2 -- LC-3 Assembly Language  
    7.3 -- assembler, symbol table  
    More assembly language code examples (right shift, I think)  
  Chapter 8  8.1-8.3 -- Memory-mapped I/O, device registers, polling vs. interrupts, keyboard, display  
      
  Chapter 9  9.1-9.2 -- Subroutines (JSR, JSRR) and service routines (TRAP)  
    Subroutine examples  
  Chapter 10  More subroutine examples, stacks (10.1)  
    8.5, 10.2 -- Interrupts (implementation), processor status register (PSR), interrupt service routines (ISRs), RTI instruction  
""
",NULL,"""This course introduces you to the fundamentals of computer engineering from both the hardware and software points of
view. It serves as a “roadmap” for the rest of the computer courses that you will take here. After taking this course, you will
have a better understanding of how a program is translated into commands for execution on hardware, and how the hardware
executes those commands using, ultimately, electrons to do the work.
At the end of this course, students will be able to:
· Demonstrate a basic understanding of computer system architecture,
· Program computer systems at the machine and assembly level,
· Describe what roles are carried out by the microarchitecture, data flow and control flow portions of computers,
· Describe how a high level language such as C is translated from text, to assembly, to machine language, to run time
actions, to voltage variations in the underlying switching fabric, and
· Describe how simple input/output (I/O) devices are controlled by microprocessors.""
"
50,North Carolina State University at Raleigh,Department of Computer Science,CSC 236 Computer Organization and Assembly Language for Computer Scientists,http://courses.ncsu.edu/csc236/lec/001/,50,Fall,2009,"""Thu
08/20/09
1
Introduction To Architecture
Tue
08/25/09
2
Unsigned Number Systems
HW0
Thu
08/27/09
3
Signed Number Systems
Tue
09/01/09
4
Basic Components
HW1
Thu
09/03/09
5
8086 Architecture
HW2
Tue
09/08/09
6
Environment & ASM Thru C=A+B Code
HW3
Thu
09/10/09
7
ABC Program Format & TOOLS Discussion
HW4
Tue
09/15/09
8
Compares and Jumps
TOOLS
Thu
09/17/09
9
File I/O & KEY Discussion
Tue
09/22/09
10
Efficiency & Miscellaneous topics
Thu
09/24/09
Test 1 *** OPEN BOOK - NO CALCULATORS ***
Tue
09/29/09
11A, 11B, 11C
Program-1 ROMAN and Programming Issues
KEY
Thu
10/01/09
12A, 12B
Multiply & Divide
Tue
10/06/09
13
Indirect Addressing
ROMAN_DESIGN
Thu
10/08/09
No Class Fall Break
Tue
10/13/09
14
Subroutines
HW5 and HW6
Thu
10/15/09
16A, 16B, 16C
Logical Operations and Program-2 FOURIER/COSINE
ROMAN
Tue
10/20/09
15
Links To High Level Languages
Thu
10/22/09
17
Intel 8086 Machine Code
HW7
Tue
10/27/09
18
Testing Procedures
COSINE
Thu
10/29/09
19
Additional Examples Of Logical Operations
HW8
Tue
11/03/09
Test 2 *** OPEN BOOK - NO CALCULATORS ***
Thu
11/05/09
20
Software Development Process
Tue
11/10/09
21
Program-3 LIFE
FOURIER
Thu
11/12/09
22
Java Virtual Machine Architecture
Tue
11/17/09
23
Microcode, String Instrs, Interrupts
Thu
11/19/09
24, 25
Performance Issues
Tue
11/24/09
No Lecture - COE Freshmen Engineering Design Day
LIFE
Thu
11/26/09
No Class Thanksgiving
Tue
12/01/09
26
Advanced Intel Architecture (Post 8086)
Thu
12/03/09
27
Role of Architecture and Assembler""
","This course explains what happens beneath High Level Languages such as C++ and Java. It covers the history of computing, number systems, Von Neumann architecture, instruction sets, machine code, assembly language programming, program testing, compilers, logical operations, microprogramming and interrupts. It includes a detailed study of a contemporary processor, the Intel x86 family.
","""By the end of the course, students will be able to:
 Add and subtract and convert, signed and unsigned integers, using bases 2, 10 and 16.
 Enumerate the functional components of a computer; explain trade-offs in computer design as they relate to cost and function and performance; outline computer architectural enhancements beyond the Von Neumann model.
 Explain the basic operation of interrupts and microcode.
 Program in assembly language and link assembler subroutines with a High Level Language.
 Convert symbolic assembler code into machine code and convert machine code into symbolic assembler code.
 Explain the basic operation of the Java Virtual Machine and Java Bytecode.""
"
51,North Carolina State University at Raleigh,Department of Electrical Engineering,CSC 456 Computer Architecture and Multiprocessors,http://courses.ncsu.edu/ece506/lec/001/,51,Fall,2009,"""1. (W, Aug 19): Syllabus discussion, (Chap 1) Introduction


2. (M, Aug 24): 


3. (W, Aug 26): (Chap 2) Parallel programming model


4. (M, Aug 31): 


5. (W, Sep 2): (Chap 3) Shared memory parallel programming


6. (M, Sep 7): ---- No class, Labor day holiday ----


7. (W, Sep 9): 


8. (M, Sep 14): 


9. (W, Sep 16): (Chap 4) Correctness and performance issues


10. (M, Sep 21): 


11. (W, Sep 23): (Chap 6) Memory hierarchy organization


12. (M, Sep 28): 


13. (W, Sep 30): (Chap 7) Introduction to coherency, consistency, and synchronization


14. (M, Oct 5): (Chap 8) Bus-based cache coherent multiprocessors


15. (W, Oct 7): 


16. (M, Oct 12): 


17. (W, Oct 14): *MIDTERM EXAM*


18. (M, Oct 19): (Chap 9) Synchronization


19. (W, Oct 21): 


20. (M, Oct 26): (Chap 10) Memory consistency models


21. (W, Oct 28): 


22. (M, Nov 2): 


23. (W, Nov 4): (Chap 11) Distributed shared memory multiprocessors


24. (M, Nov 9): 


25. (W, Nov 11): 


26. (M, Nov 16): (Chap 12) Interconnection network


27. (W, Nov 18): 


28. (M, Nov 23): Multicore architectures 


29. (W, Nov 25): ---- No class, Thanksgiving break ----


30. (M, Nov 30): 


31. (W, Dec 2): Future directions and closing comment
""
","""1.1. Goal
This course addresses topics in parallel computer architectures, i.e. architectures that support parallel processing.
The course overviews fundamental issues related to parallel processing: programming paradigms, correctness,
and performance; and case studies of modern parallel systems.
This course is intended for:
1. First-year PhD students who are looking to build foundational knowledge in parallel computer architecture
and parallel programming, as one major area of computer architecture. The topics covered in this course
hopefully will enable them to read technical and research papers and understand more advanced concepts
as well as understand the implications of various designs in parallel computer architecture.
2. First-year Master’s degree students who are looking to build broad knowledge in the area of parallel computer
architecture and parallel programming.
3. Final-year undergraduate students who have taken basic computer organization course, and are looking
to learn more advanced concepts in computer architecture, especially in the area of multiprocessor and
multicore technology, as well as in parallel programming.
Graduate students should take this course prior to taking the more advanced ECE 706 (Parallel Processing).""
","""1.2. Objectives
By the end of the course, you should be knowledgable in the following concepts in parallel computing/
architecture:
 Why parallel architectures are needed, where and how they are used
 Parallel programming models: shared memory (e.g. OpenMP) and message passing
 Parallel programming contstructs: locks, barriers, point-to-point synchronization
 Parallelization techniques: loop level, task level, and algorithm level.
 Correctness issues: variable scope, synchronization points, computation ordering
1
 Performance issues: loop transformations, thread scheduling, locality, page allocation, false sharing
 Memory hierarchy organization: cache organization, write policy (write-through vs. write-back), replacement
policy
 Bus-based multiprocessor architecture
 Cache coherency on bus-based machines: coherence protocols, coherence misses, sharing patterns and
object behavior, latency and bandwidth trade-offs
 Hardware support for synchronization primitives
 Memory consistency issues: problems, sequential consistency, processor consistency, release consistency,
etc.
 Cache coherency on distributed shared memory machines: directory-based
 Interconnection network
 Case studies of recent machines""
"
52,Ohio State University-Main Campus,NULL,CSE  360 - Introduction to Computer Systems ,NULL,53,NULL,NULL,NULL,NULL,NULL
53,Ohio State University-Main Campus,Department of Electrical Engineering,"""662 Theory and Design of Digital Computers",http://www.ece.osu.edu/~orin/ece662/,54,Fall,2009,"""Class Schedule (Tentative)


Topic  Lecture  Reading
Basic structure of computers  1  1-18
Motorola 68000 reg. structure, Simple Computer example  2  130-132
Bus structures, counter design  3  Appendix A
Number formats, arithmetic operations, overflow  4  25-32, 368-371
Memory locations, addresses  5  33-37
Instructions & instruction sequencing  6  37-47
Addressing modes  7  48-58, 131-136
68000 instruction set  8  94-98, 136-144
      Appendix C
68000 stacks and subroutines  9  68-73, 146-151
ECE662 simulator  10   
OSIAC 662  11  411-425
OSIAC 662 - data paths  12   
OSIAC 662 - general-purpose registers, adder  13   
OSIAC 662 - open-collector bus, temporary regs.  14   
Hardwired control  15  425-429
Example Control Unit  16   
Encoder circuitry  17   
Review for midterm  18   
Midterm  19   
Microprogrammed control  20  429-435
Memory basics  21  291-295, 313-314
Cache memories  22  314-322
Cache example  23   
Cache mapping techniques  24  322-325
Machine problem  25   
Direct memory access  26  234-237
Bus arbitration  27  237-240
Fast adders  28  371-376
Multiplication  29  376-390
Review for final  30   ""
",NULL,NULL
54,University of Florida,CISE,CDA 4102/5155: Computer Architecture Principles,http://www.cise.ufl.edu/~prabhat/architecture.html,56,,0,,,
55,University of Florida,NULL,CDA 3101 Introduction to Computer Organization,NULL,55,NULL,NULL,NULL,NULL,NULL
56,University of Pennsylvania,Department of Computer & Information Science,CIS 240: Introduction to Computer Systems,http://www.seas.upenn.edu/~cis240/,81,Fall,2009,"Week Class Topic Notes P&P Readings Homework 
1 Wed, 9/9 Logistics logistics None   
2 Mon, 9/14 Introduction intro Ch 1 hw1 (hw1 soln) 
Wed, 9/16 Bits bits Ch 2   
3 Mon, 9/21 Combinational Logic gates adders latches fsms Ch 3   
Wed, 9/23 Sequential Logic   
4 Mon, 9/28 No Class (Yom Kippur) hw2 (hw2 soln) 
Wed, 9/30 FSMs   
5 Mon, 10/5 Von Neumann vn Ch 4   
Wed, 10/7 C/LC4 Control lc4regs Ch 5,11,12,13   
6 Mon, 10/12 C/LC4 Data lc4globals   
Wed, 10/14 C/LC4 Functions lc4funcs Ch 14   
7 Mon, 10/19 No class (Fall break)       
Wed, 10/21 I/O and OS lc4ioos Ch 8,9   
8 Mon, 10/26 PennSim       
Wed, 10/28 Mid-term (in class)       
9 Mon, 11/2 Mid-term solutions       
Wed, 11/4 Pointers   Ch 16   
10 Mon, 11/9 Arrays     
Wed, 11/11 Missile   Ch 15   
11 Mon, 11/16 No class (ISCA)       
Wed, 11/18 Heap   Ch 19   
12 Mon, 11/23 Safety / Writing       
Wed, 11/25 No class (T-giving)       
13 Mon, 11/30 Files and C I/O   Ch 18   
Wed, 12/2 Containers in C     
14 Mon, 12/7 Buffer       
Wed, 12/9 Review    
",NULL,NULL
57,University of Pennsylvania,Department of Computer & Information Science,CIS 371 - Computer Organization and Design,http://www.cis.upenn.edu/~milom/cis371-Spring09/,57,Spring,2009,"
    * Unit 0 - Introduction
    * Unit 1 - Instruction Set Architectures
    * Unit 2 - Single-Cycle Datapath and Control
    * Unit 3 - Arithmetic
    * Unit 4 - Multi-Cycle
    * Unit 5 - Pipelining
    * Unit 6 - Superscalar
    * Midterm Review
    * Unit 7 - Caches
    * Unit 8 - Static and Dynamic Scheduling
    * Unit 9 - Shared Memory & Multicore
    * Unit 10 - Virtual Memory & I/O
    * Unit 11 - Reliability
    * Unit 12 - Power
    * Unit 13 - Vectors
    * Unit 14 - XBox 360

",NULL,NULL
58,University of Pennsylvania,Department of Computer & Information Science,CIS 372: Computer Organization and Design Lab,http://www.cis.upenn.edu/~cse372/,81,Spring,2009,"•Wed., 1/21 - Introduction
•Wed., 1/28 - Synthesizable Verilog
•Wed., 2/11 - Verilog Simulation
•Wed., 3/3 - Pipeline Lab",NULL,NULL
59,University of Pennsylvania,Department of Computer & Information Science,CIS 501: Introduction To Computer Architecture,http://www.cis.upenn.edu/~milom/cis501-Fall09/,57,Fall,2009,"""Tentative
Date  Lecture Topic  Assignment due
     
Thur, Sept 10  Introduction   
     
Tues, Sept 15  Technology  Moore discussion questions
Thur, Sept 17  Technology   
     
Tues, Sept 22  Technology   
Thur, Sept 24  Performance   
     
Tues, Sept 29  ISAs   
Thur, Oct 1  ISAs  Cocke discussion questions
     
Tues, Oct 6  ISAs  Homework1 Due
Thur, Oct 8  Caches   
     
Tues, Oct 13  Caches   
Thur, Oct 15  Caches  Jouppi reading questions
     
Tues, Oct 20  Virtual Memory   
Thur, Oct 22  Pipelining & Branch Prediction  Homework2 Due
     
Tues, Oct 27  Pipelining & Branch Prediction   
Thur, Oct 29  Midterm Exam   
     
Tues, Nov 3  Superscalar   
Thur, Nov 5  Scheduling (Guest lecturer)   
     
Tues, Nov 10  Scheduling   
Thur, Nov 12  Multicore   
     
Tues, Nov 17  Multicore   
Thur, Nov 19  Multicore   
     
Tues, Nov 24  Multithreading   
Thur, Nov 26  Thanksgiving -- No Class   
Thur, Dec 1  Vectors   
Thur, Dec 3  Vectors   
     
Tues, Dec 8  Catchup   
Thur, Dec 10  XBox360 & Wrapup   
  ""
","This course is a graduate course on computer architecture with an emphasis on a quantitative approach to cost/performance design tradeoffs. The course covers the fundamentals of classical and modern processor design: performance and cost issues, instruction sets, pipelining, caches, physical memory, virtual memory, I/O superscalar and out-of-order instruction execution, speculative execution, long (SIMD) and short (multimedia) vector execution, multithreading, and an introduction to shared memory multiprocessors.
",NULL
60,University of Southern California,NULL,CSCI 357: Basic Organization of Computer Systems (3 units),NULL,59,NULL,NULL,NULL,NULL,NULL
61,University of Southern California,NULL,CSCI 357: Basic Organization of Computer Systems (3 units),NULL,59,NULL,NULL,NULL,NULL,NULL
